Iteration min current max
53600000 32 38 43
53700000 33 43 43
53800000 32 37 43
53900000 32 37 43
54000000 32 37 38
54100000 32 43 43
54200000 33 38 43
54300000 33 42 43
54400000 32 38 43
54500000 33 37 43
54600000 32 38 43
54700000 32 38 43
54800000 32 38 43
54900000 32 42 43
55000000 33 38 43
55100000 29 41 43
55200000 32 37 43
55300000 32 41 43
55400000 33 38 43
55500000 32 43 43
55600000 32 38 43
55700000 32 38 43
55800000 33 38 38
55900000 32 41 43
56000000 33 38 43
56100000 32 42 43
56200000 33 41 43
56300000 32 38 43
56400000 32 38 43
56500000 32 43 43
56600000 33 38 43
56700000 32 43 43
56800000 29 38 43
56900000 32 38 43
57000000 33 37 43
57100000 32 38 43
57200000 32 38 43
57300000 32 43 43
57400000 33 37 43
57500000 32 38 38
57600000 32 42 43
57700000 33 38 43
57800000 33 38 43
57900000 32 38 43
58000000 32 42 43
58100000 33 38 43
58200000 32 38 38
58300000 32 37 43
58400000 32 38 43
58500000 30 42 43
58600000 33 37 43
58700000 32 43 43
58800000 32 40 43
58900000 33 38 43
59000000 32 38 43
59100000 32 38 43
59200000 32 38 38
59300000 32 41 43
59400000 33 38 43
59500000 33 41 43
59600000 32 38 43
59700000 33 38 43
59800000 32 38 43
59900000 32 38 38
60000000 32 40 43
60100000 32 38 43
60200000 33 38 43
60300000 28 38 43
60400000 32 38 43
60500000 32 37 43
60600000 33 38 43
60700000 32 38 43
60800000 32 38 43
60900000 32 37 43
61000000 33 36 38
61100000 32 43 43
61200000 33 38 43
61300000 32 38 43
61400000 33 37 43
61500000 32 36 43
61600000 32 38 43
61700000 32 38 43
61800000 33 38 43
61900000 32 38 43
62000000 29 38 43
62100000 32 38 43
62200000 33 38 43
62300000 32 42 43
62400000 32 38 43
62500000 32 38 43
62600000 32 38 43
62700000 33 38 38
62800000 32 43 43
62900000 33 41 43
63000000 33 38 43
63100000 32 41 43
63200000 32 38 43
63300000 32 37 43
63400000 32 38 38
63500000 33 38 43
63600000 32 38 43
63700000 28 41 43
63800000 33 38 43
63900000 32 43 43
64000000 32 38 43
64100000 32 38 43
64200000 32 38 43
64300000 33 37 43
64400000 32 38 38
64500000 32 42 43
64600000 33 38 43
64700000 33 38 43
64800000 32 38 43
64900000 33 37 43
65000000 32 38 43
65100000 32 38 38
65200000 32 42 43
65300000 32 38 43
65400000 33 38 43
65500000 29 38 43
65600000 32 38 43
65700000 32 42 43
65800000 33 41 43
65900000 32 37 43
66000000 32 38 43
66100000 32 38 38
66200000 33 38 38
66300000 32 38 43
66400000 33 42 43
66500000 32 37 43
66600000 33 38 43
66700000 32 37 43
66800000 32 38 43
66900000 32 38 43
67000000 32 37 43
67100000 33 37 43
67200000 29 42 43
67300000 32 38 43
67400000 33 38 43
67500000 32 38 43
67600000 32 41 43
67700000 32 38 43
67800000 32 38 43
67900000 33 37 38
68000000 32 38 43
68100000 33 38 43
68200000 32 38 43
68300000 33 42 43
68400000 32 38 43
68500000 32 36 43
68600000 32 38 38
68700000 33 36 43
68800000 32 42 43
68900000 30 37 43
69000000 32 38 43
69100000 33 38 43
69200000 32 38 43
69300000 32 42 43
69400000 32 38 43
69500000 33 38 43
69600000 32 38 38
69700000 32 38 43
69800000 33 41 43
69900000 33 42 43
70000000 32 38 43
70100000 32 38 43
70200000 33 38 43
70300000 32 38 38
70400000 32 42 43
70500000 32 38 43
70600000 28 37 43
70700000 33 37 43
70800000 32 38 43
70900000 32 38 43
71000000 33 41 43
71100000 32 38 43
71200000 32 38 43
71300000 32 35 38
71400000 32 42 43
71500000 33 38 43
71600000 33 41 43
71700000 32 36 43
71800000 33 37 43
71900000 32 37 43
72000000 32 38 43
72100000 32 38 43
72200000 32 41 43
72300000 33 38 43
72400000 29 42 43
72500000 32 38 43
72600000 32 43 43
72700000 33 39 43
72800000 32 38 43
72900000 32 38 43
73000000 32 36 43
73100000 33 38 38
73200000 32 42 43
73300000 33 38 43
73400000 32 39 43
73500000 33 42 43
73600000 32 38 43
73700000 32 38 43
73800000 32 38 43
73900000 33 38 43
74000000 32 43 43
74100000 29 38 43
74200000 32 37 43
74300000 33 37 43
74400000 32 38 43
74500000 32 38 43
74600000 32 42 43
74700000 33 38 43
74800000 32 36 38
74900000 32 42 43
75000000 33 38 43
75100000 33 38 43
75200000 32 37 43
75300000 32 38 43
75400000 33 38 43
75500000 32 38 38
75600000 32 38 43
75700000 32 38 43
75800000 30 43 43
75900000 33 38 43
76000000 32 42 43
76100000 32 42 43
76200000 33 37 43
76300000 32 37 43
76400000 32 38 43
76500000 32 37 38
76600000 32 42 43
76700000 33 38 43
76800000 33 39 43
76900000 32 36 43
77000000 33 38 43
77100000 32 38 43
77200000 32 38 38
77300000 32 42 43
77400000 32 38 43
77500000 33 38 43
77600000 26 55 62
77700000 40 58 62
77800000 36 60 62
77900000 48 54 62
78000000 40 58 62
78100000 33 49 62
78200000 40 56 62
78300000 48 57 62
78400000 36 57 62
78500000 40 56 62
78600000 36 38 62
78700000 36 58 62
78800000 40 56 62
78900000 33 37 62
79000000 32 58 62
79100000 40 58 62
79200000 44 59 62
79300000 48 54 62
79400000 40 58 62
79500000 33 53 59
79600000 37 57 62
79700000 40 55 62
79800000 36 58 62
79900000 40 56 62
80000000 44 52 62
80100000 40 62 62
80200000 48 58 62
80300000 32 56 61
80400000 37 61 62
80500000 33 60 62
80600000 40 53 62
80700000 33 37 62
80800000 33 56 60
80900000 48 58 59
81000000 40 58 59
81100000 48 57 59
81200000 33 57 59
81300000 48 57 59
81400000 40 55 59
81500000 48 54 59
81600000 44 58 59
81700000 48 58 59
81800000 48 56 59
81900000 40 58 59
82000000 35 38 59
82100000 32 38 47
82200000 32 46 46
82300000 32 38 46
82400000 33 38 38
82500000 32 60 62
82600000 36 61 62
82700000 36 45 62
82800000 36 62 62
82900000 33 57 62
83000000 36 51 62
83100000 33 38 62
83200000 33 55 59
83300000 40 54 59
83400000 48 55 59
83500000 36 57 60
83600000 48 55 59
83700000 40 57 59
83800000 48 55 59
83900000 36 58 59
84000000 48 57 59
84100000 40 58 59
84200000 48 55 59
84300000 33 53 59
84400000 40 59 59
84500000 48 54 59
84600000 36 54 59
84700000 48 58 59
84800000 40 54 59
84900000 48 58 59
85000000 32 58 59
85100000 48 58 59
85200000 40 59 59
85300000 48 55 59
85400000 44 55 59
85500000 48 55 59
85600000 40 55 59
85700000 36 57 59
85800000 48 53 59
85900000 40 58 59
86000000 48 58 59
86100000 44 58 59
86200000 48 52 59
86300000 40 57 59
86400000 48 59 59
86500000 33 37 59
86600000 33 59 59
86700000 40 56 59
86800000 48 58 59
86900000 44 53 59
87000000 48 56 59
87100000 40 57 59
87200000 36 45 58
87300000 39 57 59
87400000 48 52 59
87500000 40 52 59
87600000 48 58 59
87700000 44 57 59
87800000 48 57 59
87900000 40 54 59
88000000 48 58 59
88100000 32 41 58
88200000 33 35 46
88300000 32 38 38
88400000 32 58 59
88500000 40 55 59
88600000 36 57 59
88700000 48 58 59
88800000 40 58 59
88900000 48 52 59
89000000 33 45 59
89100000 39 57 59
89200000 48 53 59
89300000 36 58 60
89400000 48 56 59
89500000 40 56 59
89600000 48 58 59
89700000 36 59 59
89800000 48 55 59
89900000 40 52 59
90000000 48 58 59
90100000 33 38 59
90200000 32 58 59
90300000 48 54 59
90400000 40 59 59
90500000 48 58 59
90600000 44 57 59
90700000 48 58 59
90800000 40 58 59
90900000 48 54 59
91000000 33 38 59
91100000 33 51 60
91200000 48 58 59
91300000 40 58 59
91400000 48 57 59
91500000 36 53 59
91600000 48 58 59
91700000 40 59 59
91800000 48 57 59
91900000 44 57 59
92000000 48 58 59
92100000 40 52 59
92200000 48 57 59
92300000 35 46 59
92400000 28 57 62
92500000 44 57 62
92600000 48 54 62
92700000 40 59 60
92800000 44 57 62
92900000 36 54 62
93000000 44 58 62
93100000 48 58 62
93200000 40 58 62
93300000 44 57 62
93400000 33 55 62
93500000 44 57 62
93600000 48 58 62
93700000 40 56 60
93800000 44 55 62
93900000 36 54 61
94000000 37 58 62
94100000 44 59 62
94200000 40 56 62
94300000 44 53 62
94400000 36 46 62
94500000 36 53 62
94600000 44 58 62
94700000 40 58 62
94800000 44 51 62
94900000 35 46 62
95000000 32 53 62
95100000 48 54 59
95200000 44 58 62
95300000 40 59 61
95400000 40 58 62
95500000 44 58 62
95600000 34 38 59
95700000 33 42 60
95800000 37 57 62
95900000 44 55 62
96000000 40 58 62
96100000 36 61 62
96200000 48 55 62
96300000 44 59 62
96400000 40 55 61
96500000 40 57 62
96600000 44 54 62
96700000 36 45 59
96800000 32 53 61
96900000 37 61 62
97000000 40 58 62
97100000 34 38 62
97200000 33 59 62
97300000 36 43 62
97400000 33 46 46
97500000 37 56 60
97600000 48 56 59
97700000 44 59 59
97800000 48 57 59
97900000 40 58 59
98000000 48 58 59
98100000 44 55 59
98200000 48 58 59
98300000 33 53 59
98400000 48 56 59
98500000 48 57 59
98600000 44 58 59
98700000 48 55 59
98800000 40 57 59
98900000 48 58 59
99000000 40 58 59
99100000 48 57 59
99200000 44 55 59
99300000 35 42 59
99400000 32 36 47
99500000 32 44 46
99600000 32 38 46
99700000 33 38 38
99800000 32 56 62
99900000 40 54 62
100000000 36 58 62
100100000 44 57 62
100200000 40 57 62
100300000 36 58 62
100400000 40 59 62
100500000 44 61 62
100600000 33 60 62
100700000 36 58 62
100800000 40 51 62
100900000 33 38 62
101000000 33 46 47
101100000 39 53 59
101200000 40 57 59
101300000 44 54 59
101400000 48 56 59
101500000 36 42 60
101600000 39 54 59
101700000 44 58 59
101800000 48 54 59
101900000 40 56 59
102000000 48 56 59
102100000 44 56 59
102200000 48 54 59
102300000 36 45 59
102400000 36 52 59
102500000 48 58 59
102600000 44 55 59
102700000 40 57 59
102800000 48 58 59
102900000 44 56 59
103000000 48 58 59
103100000 48 56 59
103200000 33 58 59
103300000 40 56 59
103400000 48 57 59
103500000 44 54 59
103600000 36 54 59
103700000 48 51 59
103800000 44 56 59
103900000 48 58 59
104000000 40 55 59
104100000 48 58 59
104200000 44 58 59
104300000 48 58 59
104400000 32 38 59
104500000 33 55 59
104600000 44 57 59
104700000 48 57 59
104800000 40 57 59
104900000 48 57 59
105000000 40 54 59
105100000 44 55 59
105200000 36 55 59
105300000 48 55 59
105400000 44 58 59
105500000 48 57 59
105600000 40 56 59
105700000 48 55 59
105800000 48 53 59
105900000 40 58 59
106000000 44 58 59
106100000 48 58 59
106200000 33 37 59
106300000 33 56 59
106400000 48 58 59
106500000 44 58 59
106600000 48 53 59
106700000 40 55 59
106800000 40 56 59
106900000 48 55 59
107000000 44 56 59
107100000 36 55 59
107200000 48 57 59
107300000 44 54 59
107400000 48 54 59
107500000 40 57 59
107600000 48 53 59
107700000 40 58 59
107800000 48 57 59
107900000 44 53 59
108000000 48 55 59
108100000 33 38 59
108200000 32 43 46
108300000 32 38 46
108400000 32 55 59
108500000 44 55 59
108600000 40 58 59
108700000 44 53 59
108800000 36 46 59
108900000 39 58 59
109000000 44 57 59
109100000 48 58 59
109200000 40 53 59
109300000 48 58 59
109400000 44 59 59
109500000 48 58 59
109600000 35 42 59
109700000 33 57 59
109800000 40 58 59
109900000 48 55 59
110000000 44 57 59
110100000 36 54 60
110200000 37 57 59
110300000 48 53 59
110400000 44 58 59
110500000 48 55 59
110600000 40 58 59
110700000 48 58 59
110800000 44 58 59
110900000 48 56 59
111000000 36 55 59
111100000 48 55 59
111200000 44 58 59
111300000 48 58 59
111400000 40 50 59
111500000 48 56 59
111600000 44 54 59
111700000 48 58 59
111800000 33 38 58
111900000 32 58 59
112000000 48 58 59
112100000 44 57 59
112200000 48 57 59
112300000 40 52 59
112400000 48 56 59
112500000 40 58 59
112600000 48 58 59
112700000 44 53 59
112800000 48 54 59
112900000 33 54 60
113000000 37 56 60
113100000 48 56 59
113200000 44 58 59
113300000 48 58 59
113400000 40 58 59
113500000 48 57 59
113600000 44 57 59
113700000 48 57 59
113800000 36 57 59
113900000 48 58 59
114000000 44 58 59
114100000 48 58 59
114200000 40 57 59
114300000 48 54 59
114400000 40 59 59
114500000 48 58 59
114600000 44 56 59
114700000 48 57 59
114800000 33 38 59
114900000 29 54 58
115000000 38 53 62
115100000 48 58 62
115200000 45 58 62
115300000 40 57 60
115400000 45 60 60
115500000 44 53 62
115600000 45 54 62
115700000 36 56 62
115800000 40 57 60
115900000 40 56 62
116000000 44 54 58
116100000 40 58 60
116200000 36 57 62
116300000 40 56 58
116400000 40 52 58
116500000 36 58 60
116600000 38 57 62
116700000 48 56 62
116800000 45 57 62
116900000 40 54 62
117000000 45 59 62
117100000 44 58 62
117200000 45 55 62
117300000 35 54 62
117400000 40 58 58
117500000 36 58 58
117600000 40 57 62
117700000 40 53 60
117800000 44 55 58
117900000 40 59 62
118000000 36 51 60
118100000 44 51 58
118200000 40 55 58
118300000 36 53 62
118400000 33 57 58
118500000 40 51 58
118600000 38 54 62
118700000 45 57 62
118800000 40 60 62
118900000 45 58 60
119000000 44 57 61
119100000 45 58 62
119200000 48 48 62
119300000 36 58 61
119400000 37 54 61
119500000 38 44 62
119600000 39 59 62
119700000 45 57 62
119800000 40 60 62
119900000 45 57 62
120000000 44 56 62
120100000 45 58 62
120200000 36 57 62
120300000 40 57 59
120400000 40 58 62
120500000 44 56 58
120600000 44 57 58
120700000 36 56 62
120800000 40 56 58
120900000 44 58 58
121000000 36 54 59
121100000 40 54 62
121200000 38 61 62
121300000 45 55 62
121400000 40 62 62
121500000 48 57 62
121600000 45 58 62
121700000 44 56 62
121800000 45 55 62
121900000 35 53 59
122000000 36 54 58
122100000 37 53 62
122200000 36 53 58
122300000 40 59 60
122400000 40 55 62
122500000 44 53 58
122600000 40 54 60
122700000 36 54 62
122800000 40 54 58
122900000 40 54 58
123000000 36 58 60
123100000 33 38 62
123200000 32 58 59
123300000 40 57 61
123400000 38 55 62
123500000 45 58 62
123600000 40 59 61
123700000 45 52 61
123800000 48 52 59
123900000 40 58 62
124000000 45 57 62
124100000 36 56 59
124200000 35 57 59
124300000 40 55 61
124400000 34 38 58
124500000 33 50 60
124600000 37 58 61
124700000 38 57 62
124800000 45 57 62
124900000 40 54 62
125000000 45 58 62
125100000 44 58 62
125200000 36 53 59
125300000 38 52 61
125400000 48 54 62
125500000 45 51 62
125600000 40 52 61
125700000 45 58 61
125800000 40 57 62
125900000 48 48 59
126000000 45 56 62
126100000 36 55 59
126200000 35 57 61
126300000 36 55 59
126400000 40 57 61
126500000 34 38 58
126600000 32 54 61
126700000 37 58 62
126800000 38 57 62
126900000 40 59 62
127000000 44 58 62
127100000 45 56 62
127200000 35 56 62
127300000 33 46 61
127400000 39 58 62
127500000 40 59 62
127600000 35 56 62
127700000 33 37 61
127800000 33 53 60
127900000 37 59 62
128000000 48 58 62
128100000 40 58 62
128200000 48 58 58
128300000 38 57 59
128400000 48 55 59
128500000 45 56 59
128600000 48 56 59
128700000 40 55 59
128800000 48 58 59
128900000 45 56 59
129000000 48 57 59
129100000 44 56 59
129200000 48 57 59
129300000 45 58 59
129400000 48 57 59
129500000 35 57 60
129600000 48 58 62
129700000 40 53 62
129800000 48 57 58
129900000 33 58 62
130000000 48 55 62
130100000 40 57 62
130200000 48 57 58
130300000 38 54 59
130400000 48 58 59
130500000 45 57 59
130600000 48 56 59
130700000 40 55 59
130800000 48 58 59
130900000 48 53 59
131000000 45 58 59
131100000 48 58 59
131200000 40 58 59
131300000 48 58 59
131400000 45 56 59
131500000 36 58 59
131600000 35 57 62
131700000 48 59 62
131800000 48 55 62
131900000 40 58 59
132000000 36 58 58
132100000 32 45 62
132200000 33 57 62
132300000 48 58 62
132400000 36 54 62
132500000 37 56 62
132600000 48 58 62
132700000 35 54 62
132800000 48 56 62
132900000 48 61 62
133000000 36 55 62
133100000 48 59 62
133200000 33 38 62
133300000 32 43 58
133400000 40 58 62
133500000 35 53 62
133600000 36 59 59
133700000 36 54 62
133800000 33 55 62
133900000 36 52 61
134000000 36 54 62
134100000 35 57 62
134200000 36 58 62
134300000 33 36 62
134400000 32 38 38
134500000 32 54 58
134600000 38 51 62
134700000 40 53 62
134800000 44 56 62
134900000 36 56 61
135000000 37 57 62
135100000 38 57 62
135200000 40 57 62
135300000 44 58 62
135400000 45 58 62
135500000 36 57 62
135600000 44 55 58
135700000 36 54 62
135800000 36 59 62
135900000 38 58 62
136000000 40 56 62
136100000 45 57 62
136200000 44 50 62
136300000 35 58 62
136400000 36 56 62
136500000 40 58 62
136600000 40 59 61
136700000 36 56 62
136800000 34 38 62
136900000 33 51 62
137000000 36 54 62
137100000 40 58 61
137200000 36 39 61
137300000 36 58 62
137400000 40 60 62
137500000 35 54 62
137600000 36 58 61
137700000 36 50 61
137800000 36 55 61
137900000 33 43 58
138000000 33 52 58
138100000 38 56 59
138200000 45 57 59
138300000 40 58 59
138400000 45 54 59
138500000 48 58 59
138600000 44 57 59
138700000 45 57 59
138800000 36 54 59
138900000 40 54 60
139000000 37 59 62
139100000 48 54 62
139200000 40 57 59
139300000 38 58 59
139400000 48 57 59
139500000 45 56 59
139600000 48 58 59
139700000 40 57 59
139800000 48 54 59
